,topic,query,rank,wid,batch,duration,EndDate,query_mean
39733485144,234,dark chocolate health,3,AKZ1KRMTFUPRB,red,343,2022-02-12 12:23:23,2.9555555555555557
40083393601,234,dark chocolate health,2,A2NAKIXS3DVGAA,red,120,2022-02-09 11:44:54,2.9555555555555557
40976939934,234,dark chocolate health,4,A3DCXIXXYOO8QL,red,319,2022-02-12 10:53:10,2.9555555555555557
41064146072,234,dark chocolate health,4,A16335MOISDG1F,red,310,2022-02-12 01:15:45,2.9555555555555557
41428627809,234,dark chocolate health,3,A2FE0I7W269C1C,red,343,2022-02-13 05:38:51,2.9555555555555557
42224564114,234,dark chocolate health,3,AJH2N4RI8WA6U,red,271,2022-02-14 14:23:15,2.9555555555555557
42981397919,234,dark chocolate health,3,A5T9IFDZ3W4T6,red,322,2022-02-14 15:09:01,2.9555555555555557
44042154022,234,dark chocolate health,2,A173A97OFDAX9F,red,233,2022-02-12 13:32:31,2.9555555555555557
45437107437,234,dark chocolate health,3,A110ICG2VQUGXS,red,169,2022-02-14 14:30:23,2.9555555555555557
47788836492,234,dark chocolate health,3,A3RCX3IQ8L6HHW,red,416,2022-02-14 14:36:53,2.9555555555555557
47883414346,234,dark chocolate health,3,A33LYSCQQU1YDJ,red,498,2022-02-10 01:39:18,2.9555555555555557
47942251241,234,dark chocolate health,1,A12HWPFXQPITHD,red,158,2022-02-14 14:49:00,2.9555555555555557
48006221780,234,dark chocolate health,4,A132MSWBBVTOES,red,144,2022-02-09 15:00:57,2.9555555555555557
48743136872,234,dark chocolate health,3,A1HK32MD7F0B7F,red,180,2022-02-14 14:11:12,2.9555555555555557
48775020688,234,dark chocolate health,3,AH56J7I291XL7,red,246,2022-02-14 10:15:50,2.9555555555555557
50754168720,234,dark chocolate health,3,A2M03MZWZDXKAJ,red,498,2022-02-14 14:32:44,2.9555555555555557
51903715748,234,dark chocolate health,4,AIOOOO5OXWXKM,red,350,2022-02-14 14:43:04,2.9555555555555557
52830093409,234,dark chocolate health,4,A36UD0YBRIWTVL,red,278,2022-02-09 12:11:57,2.9555555555555557
53825209026,234,dark chocolate health,5,A1NM9PXZDCCQ1E,red,296,2022-02-12 17:10:29,2.9555555555555557
53929812579,234,dark chocolate health,3,A2VFEDAK5C1E1O,red,177,2022-02-10 01:59:44,2.9555555555555557
55585047286,234,dark chocolate health,3,A1JI19KPIVNL3Y,red,340,2022-02-14 00:11:16,2.9555555555555557
57343971708,234,dark chocolate health,3,A18HAAGXN14547,red,154,2022-02-12 14:46:41,2.9555555555555557
57883484137,234,dark chocolate health,1,A207IHY6GERCFO,red,366,2022-02-14 15:04:17,2.9555555555555557
57948679376,234,dark chocolate health,3,A3QUUPHBTNW5KG,red,304,2022-02-11 15:31:43,2.9555555555555557
60606928889,234,dark chocolate health,3,AK1Q45RF8A87Z,red,339,2022-02-13 03:42:25,2.9555555555555557
60832753977,234,dark chocolate health,1,A4D99Y82KOLC8,red,152,2022-02-14 14:30:47,2.9555555555555557
61180804627,234,dark chocolate health,1,A1H7XQCN2TQJM7,red,246,2022-02-12 15:04:22,2.9555555555555557
62305674117,234,dark chocolate health,4,A3BLJ6QSDTZC9U,red,214,2022-02-12 05:50:07,2.9555555555555557
62450082050,234,dark chocolate health,3,A5A14MTB35J23,red,275,2022-02-14 15:01:58,2.9555555555555557
62583433750,234,dark chocolate health,3,A2R28HXAEFKBPC,red,380,2022-02-12 06:24:19,2.9555555555555557
62940897152,234,dark chocolate health,4,A14KDNZSWDFIE7,red,612,2022-02-14 15:21:07,2.9555555555555557
63771188678,234,dark chocolate health,3,AM2KK02JXXW48,red,312,2022-02-14 14:42:39,2.9555555555555557
64187163945,234,dark chocolate health,3,A3V3SQCM8QGYB7,red,268,2022-02-14 14:30:32,2.9555555555555557
64529795213,234,dark chocolate health,4,A1198W1SPF1R4,red,598,2022-02-14 14:46:42,2.9555555555555557
66614099501,234,dark chocolate health,4,A2IEWBVCH5DAKB,red,456,2022-02-12 03:26:27,2.9555555555555557
67858184527,234,dark chocolate health,3,ACM3TPZKLE7WC,red,330,2022-02-13 03:23:16,2.9555555555555557
68393256873,234,dark chocolate health,3,AJQGWGESKQT4Y,red,195,2022-02-14 14:30:03,2.9555555555555557
68447514881,234,dark chocolate health,4,A1ARYQXUB85OAY,red,375,2022-02-11 04:11:43,2.9555555555555557
70663503708,234,dark chocolate health,4,A20ASMCESA51U4,red,430,2022-02-13 10:17:00,2.9555555555555557
70898484915,234,dark chocolate health,4,A2PHGLSGMX3PWZ,red,292,2022-02-13 20:42:07,2.9555555555555557
71279405744,234,dark chocolate health,3,A1JTIHM006U9WM,red,221,2022-02-09 21:56:47,2.9555555555555557
71464584972,234,dark chocolate health,3,A3L4JI1S352HB8,red,190,2022-02-13 00:23:56,2.9555555555555557
73882007172,234,dark chocolate health,3,A2YIB84VKYNKWD,red,358,2022-02-13 04:35:26,2.9555555555555557
76168386279,234,dark chocolate health,4,AKVDY8OXNMQED,red,270,2022-02-14 10:40:18,2.9555555555555557
76939266331,234,dark chocolate health,4,A2IP3ZAFYGV8M9,red,176,2022-02-14 14:31:17,2.9555555555555557
77089664537,234,dark chocolate health,4,A1CH3TODZNQCES,red,221,2022-02-11 16:21:04,2.9555555555555557
77160508823,234,dark chocolate health,2,A1T9BJRS4IL8VQ,red,155,2022-02-12 20:52:15,2.9555555555555557
78669812374,234,dark chocolate health,3,A3ROADR7T6811,red,1279,2022-02-14 14:20:25,2.9555555555555557
79020814921,234,dark chocolate health,3,A2NKW6JBEM4LL4,red,223,2022-02-14 14:31:57,2.9555555555555557
80090468309,234,dark chocolate health,3,A1FA3QRISJ1RIP,red,464,2022-02-12 18:11:37,2.9555555555555557
81249084305,234,dark chocolate health,3,AKQAI78JTXXC9,red,140,2022-02-09 13:06:55,2.9555555555555557
81686870353,234,dark chocolate health,3,A22ON3MIIG0IJA,red,290,2022-02-11 13:06:14,2.9555555555555557
81810992886,234,dark chocolate health,1,A2LDVDDTFY3LQ9,red,461,2022-02-11 16:34:17,2.9555555555555557
85301543003,234,dark chocolate health,2,A1NIKHUA79SWGD,red,144,2022-02-14 14:32:41,2.9555555555555557
87131918938,234,dark chocolate health,3,A15LPXZLC6NUHT,red,299,2022-02-13 14:14:41,2.9555555555555557
87418143393,234,dark chocolate health,4,A3O5RKGH6VB19C,red,110,2022-02-14 14:26:42,2.9555555555555557
87550955025,234,dark chocolate health,4,A1AIMKA54UBYIQ,red,198,2022-02-14 14:30:16,2.9555555555555557
88725209033,234,dark chocolate health,2,A14LXHJAWRQWR6,red,199,2022-02-14 15:06:18,2.9555555555555557
88879844020,234,dark chocolate health,1,A1ZDR2UN7M92LI,red,534,2022-02-14 14:40:17,2.9555555555555557
89286010344,234,dark chocolate health,4,AWVLT2L5AP873,red,145,2022-02-14 14:08:35,2.9555555555555557
90360995021,234,dark chocolate health,4,AFU00NU09CFXE,red,222,2022-02-09 11:54:17,2.9555555555555557
91144424206,234,dark chocolate health,3,AUB2Y2EREGBUZ,red,214,2022-02-11 10:48:16,2.9555555555555557
91198495172,234,dark chocolate health,1,A20NJGHYKL73LC,red,216,2022-02-12 18:09:22,2.9555555555555557
91225263345,234,dark chocolate health,2,A150MDVC0C92OT,red,313,2022-02-14 14:16:26,2.9555555555555557
91630101620,234,dark chocolate health,2,A2EXM21XS6NZV5,red,169,2022-02-14 14:28:45,2.9555555555555557
93026743906,234,dark chocolate health,3,A1ATL3G98SFW4V,red,186,2022-02-14 15:13:31,2.9555555555555557
93155764718,234,dark chocolate health,4,A1P6LFEAY9MWAY,red,149,2022-02-14 14:49:13,2.9555555555555557
94294920470,234,dark chocolate health,3,A1FWICEOA9SNCB,red,654,2022-02-10 22:14:42,2.9555555555555557
94720094730,234,dark chocolate health,2,A1WTUFTRMUN5IR,red,117,2022-02-13 17:23:26,2.9555555555555557
97354941759,234,dark chocolate health,1,A1VMPZVVVZUCS4,red,169,2022-02-10 01:34:42,2.9555555555555557
99458784954,234,dark chocolate health,2,A13FTIHWW9GE8X,red,242,2022-02-14 14:07:38,2.9555555555555557
12404386894,234,healthy dark chocolate,4,A39MKVROUZ1UWR,red,204,2022-02-14 14:23:14,3.3333333333333335
12734195590,234,healthy dark chocolate,4,A1I0DV4B4MFQCL,red,286,2022-02-14 13:59:06,3.3333333333333335
13250011561,234,healthy dark chocolate,3,A23BWWRR7J5XLS,red,197,2022-02-13 13:04:05,3.3333333333333335
14107062271,234,healthy dark chocolate,3,A1CB72B51L7TKE,red,211,2022-02-14 14:42:31,3.3333333333333335
17248459875,234,healthy dark chocolate,2,A12R2U6TBB3OOG,red,299,2022-02-10 01:36:09,3.3333333333333335
20487957848,234,healthy dark chocolate,3,APRHR60T52KR9,red,454,2022-02-14 15:15:16,3.3333333333333335
21415754272,234,healthy dark chocolate,4,AOOLS8280CL0Z,red,570,2022-02-14 14:33:56,3.3333333333333335
21639419868,234,healthy dark chocolate,4,A3UJX60MALFMW0,red,248,2022-02-13 06:07:24,3.3333333333333335
21930805312,234,healthy dark chocolate,1,A3F8K7ZV8AX8UR,red,157,2022-02-12 11:20:43,3.3333333333333335
22297096890,234,healthy dark chocolate,3,A3D8ZG1VV5FO35,red,435,2022-02-13 00:50:24,3.3333333333333335
24383332012,234,healthy dark chocolate,3,A2ELXYKRPPGRPB,red,133,2022-02-14 14:42:39,3.3333333333333335
24636013368,234,healthy dark chocolate,3,AP3TMAKHW9G4P,red,784,2022-02-10 21:21:41,3.3333333333333335
26626279910,234,healthy dark chocolate,1,A33QI63NVR8CUO,red,204,2022-02-14 14:32:50,3.3333333333333335
27262946246,234,healthy dark chocolate,2,A1E7H04DK5HXDL,red,263,2022-02-11 10:26:09,3.3333333333333335
29515010323,234,healthy dark chocolate,3,A1E235KE3CSO7H,red,508,2022-02-14 14:15:36,3.3333333333333335
29592458207,234,healthy dark chocolate,4,A1V7M45EFSZCJ1,red,260,2022-02-13 01:09:01,3.3333333333333335
36614844345,234,healthy dark chocolate,3,A24BRTWG07T53Z,red,549,2022-02-10 19:22:49,3.3333333333333335
36924604449,234,healthy dark chocolate,3,A1IL81UMEC9OJI,red,759,2022-02-14 14:56:34,3.3333333333333335
37081445700,234,healthy dark chocolate,4,A3S2R1NK6HZ9KP,red,183,2022-02-14 14:58:34,3.3333333333333335
39733485144,234,healthy dark chocolate,1,AKZ1KRMTFUPRB,red,343,2022-02-12 12:23:23,3.3333333333333335
40083393601,234,healthy dark chocolate,3,A2NAKIXS3DVGAA,red,120,2022-02-09 11:44:54,3.3333333333333335
40976939934,234,healthy dark chocolate,3,A3DCXIXXYOO8QL,red,319,2022-02-12 10:53:10,3.3333333333333335
41064146072,234,healthy dark chocolate,3,A16335MOISDG1F,red,310,2022-02-12 01:15:45,3.3333333333333335
41428627809,234,healthy dark chocolate,4,A2FE0I7W269C1C,red,343,2022-02-13 05:38:51,3.3333333333333335
42224564114,234,healthy dark chocolate,4,AJH2N4RI8WA6U,red,271,2022-02-14 14:23:15,3.3333333333333335
42981397919,234,healthy dark chocolate,4,A5T9IFDZ3W4T6,red,322,2022-02-14 15:09:01,3.3333333333333335
44042154022,234,healthy dark chocolate,3,A173A97OFDAX9F,red,233,2022-02-12 13:32:31,3.3333333333333335
45437107437,234,healthy dark chocolate,4,A110ICG2VQUGXS,red,169,2022-02-14 14:30:23,3.3333333333333335
47788836492,234,healthy dark chocolate,4,A3RCX3IQ8L6HHW,red,416,2022-02-14 14:36:53,3.3333333333333335
47883414346,234,healthy dark chocolate,4,A33LYSCQQU1YDJ,red,498,2022-02-10 01:39:18,3.3333333333333335
47942251241,234,healthy dark chocolate,2,A12HWPFXQPITHD,red,158,2022-02-14 14:49:00,3.3333333333333335
48006221780,234,healthy dark chocolate,3,A132MSWBBVTOES,red,144,2022-02-09 15:00:57,3.3333333333333335
48743136872,234,healthy dark chocolate,4,A1HK32MD7F0B7F,red,180,2022-02-14 14:11:12,3.3333333333333335
48775020688,234,healthy dark chocolate,4,AH56J7I291XL7,red,246,2022-02-14 10:15:50,3.3333333333333335
50754168720,234,healthy dark chocolate,4,A2M03MZWZDXKAJ,red,498,2022-02-14 14:32:44,3.3333333333333335
51903715748,234,healthy dark chocolate,3,AIOOOO5OXWXKM,red,350,2022-02-14 14:43:04,3.3333333333333335
52830093409,234,healthy dark chocolate,3,A36UD0YBRIWTVL,red,278,2022-02-09 12:11:57,3.3333333333333335
53825209026,234,healthy dark chocolate,3,A1NM9PXZDCCQ1E,red,296,2022-02-12 17:10:29,3.3333333333333335
53929812579,234,healthy dark chocolate,4,A2VFEDAK5C1E1O,red,177,2022-02-10 01:59:44,3.3333333333333335
55585047286,234,healthy dark chocolate,4,A1JI19KPIVNL3Y,red,340,2022-02-14 00:11:16,3.3333333333333335
57343971708,234,healthy dark chocolate,4,A18HAAGXN14547,red,154,2022-02-12 14:46:41,3.3333333333333335
57883484137,234,healthy dark chocolate,4,A207IHY6GERCFO,red,366,2022-02-14 15:04:17,3.3333333333333335
57948679376,234,healthy dark chocolate,4,A3QUUPHBTNW5KG,red,304,2022-02-11 15:31:43,3.3333333333333335
60606928889,234,healthy dark chocolate,4,AK1Q45RF8A87Z,red,339,2022-02-13 03:42:25,3.3333333333333335
60832753977,234,healthy dark chocolate,4,A4D99Y82KOLC8,red,152,2022-02-14 14:30:47,3.3333333333333335
61180804627,234,healthy dark chocolate,2,A1H7XQCN2TQJM7,red,246,2022-02-12 15:04:22,3.3333333333333335
62305674117,234,healthy dark chocolate,3,A3BLJ6QSDTZC9U,red,214,2022-02-12 05:50:07,3.3333333333333335
62450082050,234,healthy dark chocolate,4,A5A14MTB35J23,red,275,2022-02-14 15:01:58,3.3333333333333335
62583433750,234,healthy dark chocolate,4,A2R28HXAEFKBPC,red,380,2022-02-12 06:24:19,3.3333333333333335
62940897152,234,healthy dark chocolate,2,A14KDNZSWDFIE7,red,612,2022-02-14 15:21:07,3.3333333333333335
63771188678,234,healthy dark chocolate,4,AM2KK02JXXW48,red,312,2022-02-14 14:42:39,3.3333333333333335
64187163945,234,healthy dark chocolate,4,A3V3SQCM8QGYB7,red,268,2022-02-14 14:30:32,3.3333333333333335
64529795213,234,healthy dark chocolate,3,A1198W1SPF1R4,red,598,2022-02-14 14:46:42,3.3333333333333335
66614099501,234,healthy dark chocolate,3,A2IEWBVCH5DAKB,red,456,2022-02-12 03:26:27,3.3333333333333335
67858184527,234,healthy dark chocolate,4,ACM3TPZKLE7WC,red,330,2022-02-13 03:23:16,3.3333333333333335
68393256873,234,healthy dark chocolate,4,AJQGWGESKQT4Y,red,195,2022-02-14 14:30:03,3.3333333333333335
68447514881,234,healthy dark chocolate,3,A1ARYQXUB85OAY,red,375,2022-02-11 04:11:43,3.3333333333333335
70663503708,234,healthy dark chocolate,3,A20ASMCESA51U4,red,430,2022-02-13 10:17:00,3.3333333333333335
70898484915,234,healthy dark chocolate,3,A2PHGLSGMX3PWZ,red,292,2022-02-13 20:42:07,3.3333333333333335
71279405744,234,healthy dark chocolate,4,A1JTIHM006U9WM,red,221,2022-02-09 21:56:47,3.3333333333333335
71464584972,234,healthy dark chocolate,4,A3L4JI1S352HB8,red,190,2022-02-13 00:23:56,3.3333333333333335
73882007172,234,healthy dark chocolate,4,A2YIB84VKYNKWD,red,358,2022-02-13 04:35:26,3.3333333333333335
76168386279,234,healthy dark chocolate,1,AKVDY8OXNMQED,red,270,2022-02-14 10:40:18,3.3333333333333335
76939266331,234,healthy dark chocolate,3,A2IP3ZAFYGV8M9,red,176,2022-02-14 14:31:17,3.3333333333333335
77089664537,234,healthy dark chocolate,3,A1CH3TODZNQCES,red,221,2022-02-11 16:21:04,3.3333333333333335
77160508823,234,healthy dark chocolate,3,A1T9BJRS4IL8VQ,red,155,2022-02-12 20:52:15,3.3333333333333335
78669812374,234,healthy dark chocolate,4,A3ROADR7T6811,red,1279,2022-02-14 14:20:25,3.3333333333333335
79020814921,234,healthy dark chocolate,4,A2NKW6JBEM4LL4,red,223,2022-02-14 14:31:57,3.3333333333333335
80090468309,234,healthy dark chocolate,4,A1FA3QRISJ1RIP,red,464,2022-02-12 18:11:37,3.3333333333333335
81249084305,234,healthy dark chocolate,5,AKQAI78JTXXC9,red,140,2022-02-09 13:06:55,3.3333333333333335
81686870353,234,healthy dark chocolate,4,A22ON3MIIG0IJA,red,290,2022-02-11 13:06:14,3.3333333333333335
81810992886,234,healthy dark chocolate,4,A2LDVDDTFY3LQ9,red,461,2022-02-11 16:34:17,3.3333333333333335
85301543003,234,healthy dark chocolate,3,A1NIKHUA79SWGD,red,144,2022-02-14 14:32:41,3.3333333333333335
87131918938,234,healthy dark chocolate,4,A15LPXZLC6NUHT,red,299,2022-02-13 14:14:41,3.3333333333333335
87418143393,234,healthy dark chocolate,2,A3O5RKGH6VB19C,red,110,2022-02-14 14:26:42,3.3333333333333335
87550955025,234,healthy dark chocolate,3,A1AIMKA54UBYIQ,red,198,2022-02-14 14:30:16,3.3333333333333335
88725209033,234,healthy dark chocolate,4,A14LXHJAWRQWR6,red,199,2022-02-14 15:06:18,3.3333333333333335
88879844020,234,healthy dark chocolate,3,A1ZDR2UN7M92LI,red,534,2022-02-14 14:40:17,3.3333333333333335
89286010344,234,healthy dark chocolate,3,AWVLT2L5AP873,red,145,2022-02-14 14:08:35,3.3333333333333335
90360995021,234,healthy dark chocolate,3,AFU00NU09CFXE,red,222,2022-02-09 11:54:17,3.3333333333333335
91144424206,234,healthy dark chocolate,4,AUB2Y2EREGBUZ,red,214,2022-02-11 10:48:16,3.3333333333333335
91198495172,234,healthy dark chocolate,2,A20NJGHYKL73LC,red,216,2022-02-12 18:09:22,3.3333333333333335
91225263345,234,healthy dark chocolate,3,A150MDVC0C92OT,red,313,2022-02-14 14:16:26,3.3333333333333335
91630101620,234,healthy dark chocolate,3,A2EXM21XS6NZV5,red,169,2022-02-14 14:28:45,3.3333333333333335
93026743906,234,healthy dark chocolate,4,A1ATL3G98SFW4V,red,186,2022-02-14 15:13:31,3.3333333333333335
93155764718,234,healthy dark chocolate,3,A1P6LFEAY9MWAY,red,149,2022-02-14 14:49:13,3.3333333333333335
94294920470,234,healthy dark chocolate,4,A1FWICEOA9SNCB,red,654,2022-02-10 22:14:42,3.3333333333333335
94720094730,234,healthy dark chocolate,4,A1WTUFTRMUN5IR,red,117,2022-02-13 17:23:26,3.3333333333333335
97354941759,234,healthy dark chocolate,4,A1VMPZVVVZUCS4,red,169,2022-02-10 01:34:42,3.3333333333333335
99458784954,234,healthy dark chocolate,3,A13FTIHWW9GE8X,red,242,2022-02-14 14:07:38,3.3333333333333335
12404386894,234,healthy food,5,A39MKVROUZ1UWR,red,204,2022-02-14 14:23:14,4.933333333333334
12734195590,234,healthy food,5,A1I0DV4B4MFQCL,red,286,2022-02-14 13:59:06,4.933333333333334
13250011561,234,healthy food,5,A23BWWRR7J5XLS,red,197,2022-02-13 13:04:05,4.933333333333334
14107062271,234,healthy food,5,A1CB72B51L7TKE,red,211,2022-02-14 14:42:31,4.933333333333334
17248459875,234,healthy food,5,A12R2U6TBB3OOG,red,299,2022-02-10 01:36:09,4.933333333333334
20487957848,234,healthy food,5,APRHR60T52KR9,red,454,2022-02-14 15:15:16,4.933333333333334
21415754272,234,healthy food,5,AOOLS8280CL0Z,red,570,2022-02-14 14:33:56,4.933333333333334
21639419868,234,healthy food,5,A3UJX60MALFMW0,red,248,2022-02-13 06:07:24,4.933333333333334
21930805312,234,healthy food,5,A3F8K7ZV8AX8UR,red,157,2022-02-12 11:20:43,4.933333333333334
22297096890,234,healthy food,5,A3D8ZG1VV5FO35,red,435,2022-02-13 00:50:24,4.933333333333334
24383332012,234,healthy food,5,A2ELXYKRPPGRPB,red,133,2022-02-14 14:42:39,4.933333333333334
24636013368,234,healthy food,5,AP3TMAKHW9G4P,red,784,2022-02-10 21:21:41,4.933333333333334
26626279910,234,healthy food,4,A33QI63NVR8CUO,red,204,2022-02-14 14:32:50,4.933333333333334
27262946246,234,healthy food,5,A1E7H04DK5HXDL,red,263,2022-02-11 10:26:09,4.933333333333334
29515010323,234,healthy food,5,A1E235KE3CSO7H,red,508,2022-02-14 14:15:36,4.933333333333334
29592458207,234,healthy food,5,A1V7M45EFSZCJ1,red,260,2022-02-13 01:09:01,4.933333333333334
36614844345,234,healthy food,5,A24BRTWG07T53Z,red,549,2022-02-10 19:22:49,4.933333333333334
36924604449,234,healthy food,5,A1IL81UMEC9OJI,red,759,2022-02-14 14:56:34,4.933333333333334
37081445700,234,healthy food,5,A3S2R1NK6HZ9KP,red,183,2022-02-14 14:58:34,4.933333333333334
39733485144,234,healthy food,5,AKZ1KRMTFUPRB,red,343,2022-02-12 12:23:23,4.933333333333334
40083393601,234,healthy food,5,A2NAKIXS3DVGAA,red,120,2022-02-09 11:44:54,4.933333333333334
40976939934,234,healthy food,5,A3DCXIXXYOO8QL,red,319,2022-02-12 10:53:10,4.933333333333334
41064146072,234,healthy food,5,A16335MOISDG1F,red,310,2022-02-12 01:15:45,4.933333333333334
41428627809,234,healthy food,5,A2FE0I7W269C1C,red,343,2022-02-13 05:38:51,4.933333333333334
42224564114,234,healthy food,5,AJH2N4RI8WA6U,red,271,2022-02-14 14:23:15,4.933333333333334
42981397919,234,healthy food,5,A5T9IFDZ3W4T6,red,322,2022-02-14 15:09:01,4.933333333333334
44042154022,234,healthy food,5,A173A97OFDAX9F,red,233,2022-02-12 13:32:31,4.933333333333334
45437107437,234,healthy food,5,A110ICG2VQUGXS,red,169,2022-02-14 14:30:23,4.933333333333334
47788836492,234,healthy food,5,A3RCX3IQ8L6HHW,red,416,2022-02-14 14:36:53,4.933333333333334
47883414346,234,healthy food,5,A33LYSCQQU1YDJ,red,498,2022-02-10 01:39:18,4.933333333333334
47942251241,234,healthy food,5,A12HWPFXQPITHD,red,158,2022-02-14 14:49:00,4.933333333333334
48006221780,234,healthy food,5,A132MSWBBVTOES,red,144,2022-02-09 15:00:57,4.933333333333334
48743136872,234,healthy food,5,A1HK32MD7F0B7F,red,180,2022-02-14 14:11:12,4.933333333333334
48775020688,234,healthy food,5,AH56J7I291XL7,red,246,2022-02-14 10:15:50,4.933333333333334
50754168720,234,healthy food,5,A2M03MZWZDXKAJ,red,498,2022-02-14 14:32:44,4.933333333333334
51903715748,234,healthy food,5,AIOOOO5OXWXKM,red,350,2022-02-14 14:43:04,4.933333333333334
52830093409,234,healthy food,5,A36UD0YBRIWTVL,red,278,2022-02-09 12:11:57,4.933333333333334
53825209026,234,healthy food,4,A1NM9PXZDCCQ1E,red,296,2022-02-12 17:10:29,4.933333333333334
53929812579,234,healthy food,5,A2VFEDAK5C1E1O,red,177,2022-02-10 01:59:44,4.933333333333334
55585047286,234,healthy food,5,A1JI19KPIVNL3Y,red,340,2022-02-14 00:11:16,4.933333333333334
57343971708,234,healthy food,5,A18HAAGXN14547,red,154,2022-02-12 14:46:41,4.933333333333334
57883484137,234,healthy food,5,A207IHY6GERCFO,red,366,2022-02-14 15:04:17,4.933333333333334
57948679376,234,healthy food,5,A3QUUPHBTNW5KG,red,304,2022-02-11 15:31:43,4.933333333333334
60606928889,234,healthy food,5,AK1Q45RF8A87Z,red,339,2022-02-13 03:42:25,4.933333333333334
60832753977,234,healthy food,2,A4D99Y82KOLC8,red,152,2022-02-14 14:30:47,4.933333333333334
61180804627,234,healthy food,5,A1H7XQCN2TQJM7,red,246,2022-02-12 15:04:22,4.933333333333334
62305674117,234,healthy food,5,A3BLJ6QSDTZC9U,red,214,2022-02-12 05:50:07,4.933333333333334
62450082050,234,healthy food,5,A5A14MTB35J23,red,275,2022-02-14 15:01:58,4.933333333333334
62583433750,234,healthy food,5,A2R28HXAEFKBPC,red,380,2022-02-12 06:24:19,4.933333333333334
62940897152,234,healthy food,5,A14KDNZSWDFIE7,red,612,2022-02-14 15:21:07,4.933333333333334
63771188678,234,healthy food,5,AM2KK02JXXW48,red,312,2022-02-14 14:42:39,4.933333333333334
64187163945,234,healthy food,5,A3V3SQCM8QGYB7,red,268,2022-02-14 14:30:32,4.933333333333334
64529795213,234,healthy food,5,A1198W1SPF1R4,red,598,2022-02-14 14:46:42,4.933333333333334
66614099501,234,healthy food,5,A2IEWBVCH5DAKB,red,456,2022-02-12 03:26:27,4.933333333333334
67858184527,234,healthy food,5,ACM3TPZKLE7WC,red,330,2022-02-13 03:23:16,4.933333333333334
68393256873,234,healthy food,5,AJQGWGESKQT4Y,red,195,2022-02-14 14:30:03,4.933333333333334
68447514881,234,healthy food,5,A1ARYQXUB85OAY,red,375,2022-02-11 04:11:43,4.933333333333334
70663503708,234,healthy food,5,A20ASMCESA51U4,red,430,2022-02-13 10:17:00,4.933333333333334
70898484915,234,healthy food,5,A2PHGLSGMX3PWZ,red,292,2022-02-13 20:42:07,4.933333333333334
71279405744,234,healthy food,5,A1JTIHM006U9WM,red,221,2022-02-09 21:56:47,4.933333333333334
71464584972,234,healthy food,5,A3L4JI1S352HB8,red,190,2022-02-13 00:23:56,4.933333333333334
73882007172,234,healthy food,5,A2YIB84VKYNKWD,red,358,2022-02-13 04:35:26,4.933333333333334
76168386279,234,healthy food,5,AKVDY8OXNMQED,red,270,2022-02-14 10:40:18,4.933333333333334
76939266331,234,healthy food,5,A2IP3ZAFYGV8M9,red,176,2022-02-14 14:31:17,4.933333333333334
77089664537,234,healthy food,5,A1CH3TODZNQCES,red,221,2022-02-11 16:21:04,4.933333333333334
77160508823,234,healthy food,5,A1T9BJRS4IL8VQ,red,155,2022-02-12 20:52:15,4.933333333333334
78669812374,234,healthy food,5,A3ROADR7T6811,red,1279,2022-02-14 14:20:25,4.933333333333334
79020814921,234,healthy food,5,A2NKW6JBEM4LL4,red,223,2022-02-14 14:31:57,4.933333333333334
80090468309,234,healthy food,5,A1FA3QRISJ1RIP,red,464,2022-02-12 18:11:37,4.933333333333334
81249084305,234,healthy food,4,AKQAI78JTXXC9,red,140,2022-02-09 13:06:55,4.933333333333334
81686870353,234,healthy food,5,A22ON3MIIG0IJA,red,290,2022-02-11 13:06:14,4.933333333333334
81810992886,234,healthy food,5,A2LDVDDTFY3LQ9,red,461,2022-02-11 16:34:17,4.933333333333334
85301543003,234,healthy food,5,A1NIKHUA79SWGD,red,144,2022-02-14 14:32:41,4.933333333333334
87131918938,234,healthy food,5,A15LPXZLC6NUHT,red,299,2022-02-13 14:14:41,4.933333333333334
87418143393,234,healthy food,5,A3O5RKGH6VB19C,red,110,2022-02-14 14:26:42,4.933333333333334
87550955025,234,healthy food,5,A1AIMKA54UBYIQ,red,198,2022-02-14 14:30:16,4.933333333333334
88725209033,234,healthy food,5,A14LXHJAWRQWR6,red,199,2022-02-14 15:06:18,4.933333333333334
88879844020,234,healthy food,5,A1ZDR2UN7M92LI,red,534,2022-02-14 14:40:17,4.933333333333334
89286010344,234,healthy food,5,AWVLT2L5AP873,red,145,2022-02-14 14:08:35,4.933333333333334
90360995021,234,healthy food,5,AFU00NU09CFXE,red,222,2022-02-09 11:54:17,4.933333333333334
91144424206,234,healthy food,5,AUB2Y2EREGBUZ,red,214,2022-02-11 10:48:16,4.933333333333334
91198495172,234,healthy food,5,A20NJGHYKL73LC,red,216,2022-02-12 18:09:22,4.933333333333334
91225263345,234,healthy food,5,A150MDVC0C92OT,red,313,2022-02-14 14:16:26,4.933333333333334
91630101620,234,healthy food,5,A2EXM21XS6NZV5,red,169,2022-02-14 14:28:45,4.933333333333334
93026743906,234,healthy food,5,A1ATL3G98SFW4V,red,186,2022-02-14 15:13:31,4.933333333333334
93155764718,234,healthy food,5,A1P6LFEAY9MWAY,red,149,2022-02-14 14:49:13,4.933333333333334
94294920470,234,healthy food,5,A1FWICEOA9SNCB,red,654,2022-02-10 22:14:42,4.933333333333334
