rid,topic,query,rate,wid,batch,duration,query_mean
597752541396,253,treatment for tooth abscess,5.0,AEQI66Y2JSY05,red,572,4.739726027397261
612159188510,253,treatment for tooth abscess,5.0,A2S5GPVIUV8RJI,red,173,4.739726027397261
617820806615,253,treatment for tooth abscess,5.0,AIEKCWYZTS41V,red,222,4.739726027397261
619234352558,253,treatment for tooth abscess,5.0,A9HQ3E0F2AGVO,red,163,4.739726027397261
625604760111,253,treatment for tooth abscess,5.0,A3TBG0S2IEBVHU,red,166,4.739726027397261
639329347037,253,treatment for tooth abscess,5.0,A3LVLZS8S41ZD7,red,338,4.739726027397261
650935897859,253,treatment for tooth abscess,5.0,A28AXX4NCWPH1F,red,199,4.739726027397261
669006662722,253,treatment for tooth abscess,5.0,ALJ70B2J04YR7,red,184,4.739726027397261
676019776589,253,treatment for tooth abscess,5.0,A34EHWOYRBL6OZ,red,219,4.739726027397261
679304572986,253,treatment for tooth abscess,5.0,A2JP9IKRHNLRPI,red,106,4.739726027397261
683046185830,253,treatment for tooth abscess,5.0,A107RJSS561Y7R,red,186,4.739726027397261
690392653224,253,treatment for tooth abscess,3.0,A3APKUC67F9IMW,red,804,4.739726027397261
695835081627,253,treatment for tooth abscess,4.0,A3G8OON0TDPN1E,red,191,4.739726027397261
711289959284,253,treatment for tooth abscess,5.0,A3EYRDEQ7CXUMN,red,174,4.739726027397261
716514250123,253,treatment for tooth abscess,5.0,A2FNQQTVE32XD9,red,178,4.739726027397261
751343194767,253,treatment for tooth abscess,5.0,ADCXF6QY5T046,red,306,4.739726027397261
751472408929,253,treatment for tooth abscess,5.0,A292TFDMNVS0TP,red,750,4.739726027397261
753089417400,253,treatment for tooth abscess,5.0,A1G187YBG0DVMQ,red,126,4.739726027397261
755804346222,253,treatment for tooth abscess,5.0,A2ZZW6KME1FUDU,red,273,4.739726027397261
766419729660,253,treatment for tooth abscess,5.0,A2VUF0V7HT51Q3,red,283,4.739726027397261
790853952011,253,treatment for tooth abscess,5.0,A1VVR9MA1P9HWJ,red,249,4.739726027397261
797340451437,253,treatment for tooth abscess,5.0,AGB7LZLNYF6YF,red,146,4.739726027397261
800316371768,253,treatment for tooth abscess,5.0,A1H198MRIM37T1,red,354,4.739726027397261
802334465831,253,treatment for tooth abscess,5.0,A5P12YJP805RG,red,136,4.739726027397261
819046582235,253,treatment for tooth abscess,5.0,A20DUVEOH6A7KW,red,645,4.739726027397261
867447125213,253,treatment for tooth abscess,5.0,A1KZ0KE93WNN5O,red,205,4.739726027397261
878803006000,253,treatment for tooth abscess,5.0,A2LR1HKNOVDTJ8,red,498,4.739726027397261
887431879644,253,treatment for tooth abscess,5.0,A2FUPODRRCESB,red,146,4.739726027397261
905741951405,253,treatment for tooth abscess,4.0,A2NHP55T9ZX86Q,red,162,4.739726027397261
927907855575,253,treatment for tooth abscess,5.0,A1FVXS8IM5QYO8,red,396,4.739726027397261
931347306468,253,treatment for tooth abscess,5.0,A1OWM3QO7QAKBN,red,219,4.739726027397261
938165669329,253,treatment for tooth abscess,2.0,A2BUHMLNE3LUU0,red,287,4.739726027397261
942621998884,253,treatment for tooth abscess,5.0,ALYR5CI2SM2JC,red,144,4.739726027397261
942842658772,253,treatment for tooth abscess,5.0,A1Z3O9QS22DM8R,red,482,4.739726027397261
951910395454,253,treatment for tooth abscess,5.0,A3B01L2TR8ZH4O,red,135,4.739726027397261
954086482943,253,treatment for tooth abscess,4.0,APVZGZM1RA3AZ,red,341,4.739726027397261
959614476538,253,treatment for tooth abscess,3.0,A2YTQDLACTLIBA,red,136,4.739726027397261
971344247204,253,treatment for tooth abscess,5.0,ACKG8OU1KHKO2,red,266,4.739726027397261
988373623881,253,treatment for tooth abscess,4.0,A324M5ZRHX7RUV,red,151,4.739726027397261
988950577517,253,treatment for tooth abscess,5.0,A3HQXCWOIQKT4F,red,326,4.739726027397261
116076109744,253,abscess treatment,3.0,A1DMXEJGJY02E1,red,119,3.5342465753424657
119309254968,253,abscess treatment,4.0,A13WTEQ06V3B6D,red,195,3.5342465753424657
128320171358,253,abscess treatment,5.0,A27O7H19C0WQ7T,red,194,3.5342465753424657
141580570582,253,abscess treatment,3.0,A1QEQOI98976S0,red,182,3.5342465753424657
173628813400,253,abscess treatment,5.0,A3N770LD28YDL1,red,698,3.5342465753424657
184421828016,253,abscess treatment,3.0,A110KENBXU7SUJ,red,202,3.5342465753424657
189923704648,253,abscess treatment,5.0,AZ69TBTDH7AZS,red,204,3.5342465753424657
190305459895,253,abscess treatment,4.0,A2VO8C41JJIQY9,red,216,3.5342465753424657
194448169227,253,abscess treatment,3.0,A1X1SOI48T1C6E,red,204,3.5342465753424657
201123755378,253,abscess treatment,4.0,A1Q6VY3C3CEOA0,red,580,3.5342465753424657
211885713576,253,abscess treatment,4.0,A13GUTDMGGZZDL,red,242,3.5342465753424657
265427616843,253,abscess treatment,4.0,A2A6FH0F7LD9ND,red,316,3.5342465753424657
275083848834,253,abscess treatment,4.0,A5WWHKD82I8UE,red,194,3.5342465753424657
276433286000,253,abscess treatment,4.0,A1SWV4X4PD25S1,red,184,3.5342465753424657
309528383682,253,abscess treatment,4.0,A1I8VAUT4V90YR,red,207,3.5342465753424657
317757184267,253,abscess treatment,3.0,A3RHJEMZ4EGY2U,red,420,3.5342465753424657
322365612466,253,abscess treatment,3.0,AX8NXTT8QMGHC,red,198,3.5342465753424657
380028901086,253,abscess treatment,3.0,AT0COJ1G23ZB0,red,116,3.5342465753424657
381111854501,253,abscess treatment,1.0,A1YH2I4Y2SYAXJ,red,284,3.5342465753424657
382116238889,253,abscess treatment,5.0,A2R75YFKVALBXE,red,306,3.5342465753424657
418493978609,253,abscess treatment,5.0,A1EN3FW93BSXQQ,red,134,3.5342465753424657
419131372892,253,abscess treatment,3.0,A1Q56N80RJLQ7S,red,198,3.5342465753424657
432526610116,253,abscess treatment,1.0,AGZ0KJNGENZ1J,red,295,3.5342465753424657
458510000118,253,abscess treatment,2.0,A3AJR1PM02424Y,red,192,3.5342465753424657
488226930354,253,abscess treatment,3.0,A39S4DA571UJ1Y,red,188,3.5342465753424657
490424392744,253,abscess treatment,4.0,A2OVX9UW5WANQE,red,164,3.5342465753424657
493578315572,253,abscess treatment,4.0,A2NEFRREWF33YP,red,201,3.5342465753424657
505616888962,253,abscess treatment,4.0,A314XJY8V1YL12,red,297,3.5342465753424657
506562046403,253,abscess treatment,3.0,AXY0D2AMLKE2A,red,541,3.5342465753424657
569535048143,253,abscess treatment,2.0,A23RL1X2KB6Q34,red,274,3.5342465753424657
570338244223,253,abscess treatment,3.0,A27VK38SRSSHV3,red,179,3.5342465753424657
574492564378,253,abscess treatment,5.0,A3MNL6RIME0845,red,324,3.5342465753424657
585730107151,253,abscess treatment,5.0,A2KE139TQ886T3,red,206,3.5342465753424657
597752541396,253,abscess treatment,4.0,AEQI66Y2JSY05,red,572,3.5342465753424657
612159188510,253,abscess treatment,5.0,A2S5GPVIUV8RJI,red,173,3.5342465753424657
617820806615,253,abscess treatment,4.0,AIEKCWYZTS41V,red,222,3.5342465753424657
619234352558,253,abscess treatment,5.0,A9HQ3E0F2AGVO,red,163,3.5342465753424657
625604760111,253,abscess treatment,4.0,A3TBG0S2IEBVHU,red,166,3.5342465753424657
639329347037,253,abscess treatment,4.0,A3LVLZS8S41ZD7,red,338,3.5342465753424657
650935897859,253,abscess treatment,4.0,A28AXX4NCWPH1F,red,199,3.5342465753424657
669006662722,253,abscess treatment,4.0,ALJ70B2J04YR7,red,184,3.5342465753424657
676019776589,253,abscess treatment,5.0,A34EHWOYRBL6OZ,red,219,3.5342465753424657
679304572986,253,abscess treatment,4.0,A2JP9IKRHNLRPI,red,106,3.5342465753424657
683046185830,253,abscess treatment,3.0,A107RJSS561Y7R,red,186,3.5342465753424657
690392653224,253,abscess treatment,3.0,A3APKUC67F9IMW,red,804,3.5342465753424657
695835081627,253,abscess treatment,3.0,A3G8OON0TDPN1E,red,191,3.5342465753424657
711289959284,253,abscess treatment,3.0,A3EYRDEQ7CXUMN,red,174,3.5342465753424657
716514250123,253,abscess treatment,5.0,A2FNQQTVE32XD9,red,178,3.5342465753424657
751343194767,253,abscess treatment,3.0,ADCXF6QY5T046,red,306,3.5342465753424657
751472408929,253,abscess treatment,3.0,A292TFDMNVS0TP,red,750,3.5342465753424657
753089417400,253,abscess treatment,4.0,A1G187YBG0DVMQ,red,126,3.5342465753424657
755804346222,253,abscess treatment,5.0,A2ZZW6KME1FUDU,red,273,3.5342465753424657
766419729660,253,abscess treatment,3.0,A2VUF0V7HT51Q3,red,283,3.5342465753424657
790853952011,253,abscess treatment,4.0,A1VVR9MA1P9HWJ,red,249,3.5342465753424657
797340451437,253,abscess treatment,1.0,AGB7LZLNYF6YF,red,146,3.5342465753424657
800316371768,253,abscess treatment,3.0,A1H198MRIM37T1,red,354,3.5342465753424657
802334465831,253,abscess treatment,2.0,A5P12YJP805RG,red,136,3.5342465753424657
819046582235,253,abscess treatment,3.0,A20DUVEOH6A7KW,red,645,3.5342465753424657
867447125213,253,abscess treatment,5.0,A1KZ0KE93WNN5O,red,205,3.5342465753424657
878803006000,253,abscess treatment,3.0,A2LR1HKNOVDTJ8,red,498,3.5342465753424657
887431879644,253,abscess treatment,3.0,A2FUPODRRCESB,red,146,3.5342465753424657
905741951405,253,abscess treatment,4.0,A2NHP55T9ZX86Q,red,162,3.5342465753424657
927907855575,253,abscess treatment,5.0,A1FVXS8IM5QYO8,red,396,3.5342465753424657
931347306468,253,abscess treatment,4.0,A1OWM3QO7QAKBN,red,219,3.5342465753424657
938165669329,253,abscess treatment,2.0,A2BUHMLNE3LUU0,red,287,3.5342465753424657
942621998884,253,abscess treatment,4.0,ALYR5CI2SM2JC,red,144,3.5342465753424657
942842658772,253,abscess treatment,1.0,A1Z3O9QS22DM8R,red,482,3.5342465753424657
951910395454,253,abscess treatment,3.0,A3B01L2TR8ZH4O,red,135,3.5342465753424657
954086482943,253,abscess treatment,3.0,APVZGZM1RA3AZ,red,341,3.5342465753424657
959614476538,253,abscess treatment,1.0,A2YTQDLACTLIBA,red,136,3.5342465753424657
971344247204,253,abscess treatment,5.0,ACKG8OU1KHKO2,red,266,3.5342465753424657
988373623881,253,abscess treatment,3.0,A324M5ZRHX7RUV,red,151,3.5342465753424657
988950577517,253,abscess treatment,3.0,A3HQXCWOIQKT4F,red,326,3.5342465753424657
116076109744,253,tooth pain treatment,4.0,A1DMXEJGJY02E1,red,119,3.2465753424657535
119309254968,253,tooth pain treatment,3.0,A13WTEQ06V3B6D,red,195,3.2465753424657535
128320171358,253,tooth pain treatment,5.0,A27O7H19C0WQ7T,red,194,3.2465753424657535
141580570582,253,tooth pain treatment,2.0,A1QEQOI98976S0,red,182,3.2465753424657535
173628813400,253,tooth pain treatment,3.0,A3N770LD28YDL1,red,698,3.2465753424657535
184421828016,253,tooth pain treatment,3.0,A110KENBXU7SUJ,red,202,3.2465753424657535
189923704648,253,tooth pain treatment,1.0,AZ69TBTDH7AZS,red,204,3.2465753424657535
190305459895,253,tooth pain treatment,3.0,A2VO8C41JJIQY9,red,216,3.2465753424657535
194448169227,253,tooth pain treatment,5.0,A1X1SOI48T1C6E,red,204,3.2465753424657535
201123755378,253,tooth pain treatment,3.0,A1Q6VY3C3CEOA0,red,580,3.2465753424657535
211885713576,253,tooth pain treatment,4.0,A13GUTDMGGZZDL,red,242,3.2465753424657535
265427616843,253,tooth pain treatment,5.0,A2A6FH0F7LD9ND,red,316,3.2465753424657535
275083848834,253,tooth pain treatment,4.0,A5WWHKD82I8UE,red,194,3.2465753424657535
276433286000,253,tooth pain treatment,3.0,A1SWV4X4PD25S1,red,184,3.2465753424657535
309528383682,253,tooth pain treatment,4.0,A1I8VAUT4V90YR,red,207,3.2465753424657535
317757184267,253,tooth pain treatment,1.0,A3RHJEMZ4EGY2U,red,420,3.2465753424657535
322365612466,253,tooth pain treatment,5.0,AX8NXTT8QMGHC,red,198,3.2465753424657535
380028901086,253,tooth pain treatment,3.0,AT0COJ1G23ZB0,red,116,3.2465753424657535
381111854501,253,tooth pain treatment,3.0,A1YH2I4Y2SYAXJ,red,284,3.2465753424657535
382116238889,253,tooth pain treatment,4.0,A2R75YFKVALBXE,red,306,3.2465753424657535
418493978609,253,tooth pain treatment,4.0,A1EN3FW93BSXQQ,red,134,3.2465753424657535
419131372892,253,tooth pain treatment,2.0,A1Q56N80RJLQ7S,red,198,3.2465753424657535
432526610116,253,tooth pain treatment,2.0,AGZ0KJNGENZ1J,red,295,3.2465753424657535
458510000118,253,tooth pain treatment,3.0,A3AJR1PM02424Y,red,192,3.2465753424657535
488226930354,253,tooth pain treatment,3.0,A39S4DA571UJ1Y,red,188,3.2465753424657535
490424392744,253,tooth pain treatment,4.0,A2OVX9UW5WANQE,red,164,3.2465753424657535
493578315572,253,tooth pain treatment,4.0,A2NEFRREWF33YP,red,201,3.2465753424657535
505616888962,253,tooth pain treatment,2.0,A314XJY8V1YL12,red,297,3.2465753424657535
506562046403,253,tooth pain treatment,3.0,AXY0D2AMLKE2A,red,541,3.2465753424657535
569535048143,253,tooth pain treatment,2.0,A23RL1X2KB6Q34,red,274,3.2465753424657535
570338244223,253,tooth pain treatment,3.0,A27VK38SRSSHV3,red,179,3.2465753424657535
574492564378,253,tooth pain treatment,4.0,A3MNL6RIME0845,red,324,3.2465753424657535
585730107151,253,tooth pain treatment,4.0,A2KE139TQ886T3,red,206,3.2465753424657535
597752541396,253,tooth pain treatment,3.0,AEQI66Y2JSY05,red,572,3.2465753424657535
612159188510,253,tooth pain treatment,1.0,A2S5GPVIUV8RJI,red,173,3.2465753424657535
617820806615,253,tooth pain treatment,2.0,AIEKCWYZTS41V,red,222,3.2465753424657535
619234352558,253,tooth pain treatment,3.0,A9HQ3E0F2AGVO,red,163,3.2465753424657535
625604760111,253,tooth pain treatment,3.0,A3TBG0S2IEBVHU,red,166,3.2465753424657535
639329347037,253,tooth pain treatment,4.0,A3LVLZS8S41ZD7,red,338,3.2465753424657535
650935897859,253,tooth pain treatment,5.0,A28AXX4NCWPH1F,red,199,3.2465753424657535
669006662722,253,tooth pain treatment,4.0,ALJ70B2J04YR7,red,184,3.2465753424657535
676019776589,253,tooth pain treatment,2.0,A34EHWOYRBL6OZ,red,219,3.2465753424657535
679304572986,253,tooth pain treatment,2.0,A2JP9IKRHNLRPI,red,106,3.2465753424657535
683046185830,253,tooth pain treatment,2.0,A107RJSS561Y7R,red,186,3.2465753424657535
690392653224,253,tooth pain treatment,2.0,A3APKUC67F9IMW,red,804,3.2465753424657535
695835081627,253,tooth pain treatment,4.0,A3G8OON0TDPN1E,red,191,3.2465753424657535
711289959284,253,tooth pain treatment,3.0,A3EYRDEQ7CXUMN,red,174,3.2465753424657535
716514250123,253,tooth pain treatment,4.0,A2FNQQTVE32XD9,red,178,3.2465753424657535
751343194767,253,tooth pain treatment,3.0,ADCXF6QY5T046,red,306,3.2465753424657535
751472408929,253,tooth pain treatment,5.0,A292TFDMNVS0TP,red,750,3.2465753424657535
753089417400,253,tooth pain treatment,5.0,A1G187YBG0DVMQ,red,126,3.2465753424657535
755804346222,253,tooth pain treatment,4.0,A2ZZW6KME1FUDU,red,273,3.2465753424657535
766419729660,253,tooth pain treatment,3.0,A2VUF0V7HT51Q3,red,283,3.2465753424657535
790853952011,253,tooth pain treatment,3.0,A1VVR9MA1P9HWJ,red,249,3.2465753424657535
797340451437,253,tooth pain treatment,4.0,AGB7LZLNYF6YF,red,146,3.2465753424657535
800316371768,253,tooth pain treatment,4.0,A1H198MRIM37T1,red,354,3.2465753424657535
802334465831,253,tooth pain treatment,2.0,A5P12YJP805RG,red,136,3.2465753424657535
819046582235,253,tooth pain treatment,3.0,A20DUVEOH6A7KW,red,645,3.2465753424657535
867447125213,253,tooth pain treatment,5.0,A1KZ0KE93WNN5O,red,205,3.2465753424657535
878803006000,253,tooth pain treatment,3.0,A2LR1HKNOVDTJ8,red,498,3.2465753424657535
887431879644,253,tooth pain treatment,3.0,A2FUPODRRCESB,red,146,3.2465753424657535
905741951405,253,tooth pain treatment,5.0,A2NHP55T9ZX86Q,red,162,3.2465753424657535
927907855575,253,tooth pain treatment,3.0,A1FVXS8IM5QYO8,red,396,3.2465753424657535
931347306468,253,tooth pain treatment,2.0,A1OWM3QO7QAKBN,red,219,3.2465753424657535
938165669329,253,tooth pain treatment,1.0,A2BUHMLNE3LUU0,red,287,3.2465753424657535
942621998884,253,tooth pain treatment,3.0,ALYR5CI2SM2JC,red,144,3.2465753424657535
942842658772,253,tooth pain treatment,4.0,A1Z3O9QS22DM8R,red,482,3.2465753424657535
951910395454,253,tooth pain treatment,4.0,A3B01L2TR8ZH4O,red,135,3.2465753424657535
954086482943,253,tooth pain treatment,2.0,APVZGZM1RA3AZ,red,341,3.2465753424657535
959614476538,253,tooth pain treatment,3.0,A2YTQDLACTLIBA,red,136,3.2465753424657535
971344247204,253,tooth pain treatment,4.0,ACKG8OU1KHKO2,red,266,3.2465753424657535
988373623881,253,tooth pain treatment,4.0,A324M5ZRHX7RUV,red,151,3.2465753424657535
988950577517,253,tooth pain treatment,3.0,A3HQXCWOIQKT4F,red,326,3.2465753424657535
116076109744,253,treatment for jaw pain,3.0,A1DMXEJGJY02E1,red,119,2.3424657534246576
119309254968,253,treatment for jaw pain,2.0,A13WTEQ06V3B6D,red,195,2.3424657534246576
128320171358,253,treatment for jaw pain,4.0,A27O7H19C0WQ7T,red,194,2.3424657534246576
141580570582,253,treatment for jaw pain,2.0,A1QEQOI98976S0,red,182,2.3424657534246576
173628813400,253,treatment for jaw pain,1.0,A3N770LD28YDL1,red,698,2.3424657534246576
184421828016,253,treatment for jaw pain,3.0,A110KENBXU7SUJ,red,202,2.3424657534246576
189923704648,253,treatment for jaw pain,1.0,AZ69TBTDH7AZS,red,204,2.3424657534246576
190305459895,253,treatment for jaw pain,4.0,A2VO8C41JJIQY9,red,216,2.3424657534246576
194448169227,253,treatment for jaw pain,1.0,A1X1SOI48T1C6E,red,204,2.3424657534246576
201123755378,253,treatment for jaw pain,2.0,A1Q6VY3C3CEOA0,red,580,2.3424657534246576
211885713576,253,treatment for jaw pain,2.0,A13GUTDMGGZZDL,red,242,2.3424657534246576
265427616843,253,treatment for jaw pain,3.0,A2A6FH0F7LD9ND,red,316,2.3424657534246576
275083848834,253,treatment for jaw pain,4.0,A5WWHKD82I8UE,red,194,2.3424657534246576
276433286000,253,treatment for jaw pain,1.0,A1SWV4X4PD25S1,red,184,2.3424657534246576
309528383682,253,treatment for jaw pain,3.0,A1I8VAUT4V90YR,red,207,2.3424657534246576
317757184267,253,treatment for jaw pain,1.0,A3RHJEMZ4EGY2U,red,420,2.3424657534246576
322365612466,253,treatment for jaw pain,1.0,AX8NXTT8QMGHC,red,198,2.3424657534246576
380028901086,253,treatment for jaw pain,2.0,AT0COJ1G23ZB0,red,116,2.3424657534246576
381111854501,253,treatment for jaw pain,2.0,A1YH2I4Y2SYAXJ,red,284,2.3424657534246576
382116238889,253,treatment for jaw pain,3.0,A2R75YFKVALBXE,red,306,2.3424657534246576
418493978609,253,treatment for jaw pain,2.0,A1EN3FW93BSXQQ,red,134,2.3424657534246576
419131372892,253,treatment for jaw pain,5.0,A1Q56N80RJLQ7S,red,198,2.3424657534246576
432526610116,253,treatment for jaw pain,1.0,AGZ0KJNGENZ1J,red,295,2.3424657534246576
458510000118,253,treatment for jaw pain,1.0,A3AJR1PM02424Y,red,192,2.3424657534246576
488226930354,253,treatment for jaw pain,3.0,A39S4DA571UJ1Y,red,188,2.3424657534246576
490424392744,253,treatment for jaw pain,3.0,A2OVX9UW5WANQE,red,164,2.3424657534246576
493578315572,253,treatment for jaw pain,1.0,A2NEFRREWF33YP,red,201,2.3424657534246576
505616888962,253,treatment for jaw pain,4.0,A314XJY8V1YL12,red,297,2.3424657534246576
506562046403,253,treatment for jaw pain,2.0,AXY0D2AMLKE2A,red,541,2.3424657534246576
569535048143,253,treatment for jaw pain,2.0,A23RL1X2KB6Q34,red,274,2.3424657534246576
570338244223,253,treatment for jaw pain,1.0,A27VK38SRSSHV3,red,179,2.3424657534246576
574492564378,253,treatment for jaw pain,3.0,A3MNL6RIME0845,red,324,2.3424657534246576
585730107151,253,treatment for jaw pain,1.0,A2KE139TQ886T3,red,206,2.3424657534246576
597752541396,253,treatment for jaw pain,3.0,AEQI66Y2JSY05,red,572,2.3424657534246576
612159188510,253,treatment for jaw pain,2.0,A2S5GPVIUV8RJI,red,173,2.3424657534246576
617820806615,253,treatment for jaw pain,1.0,AIEKCWYZTS41V,red,222,2.3424657534246576
619234352558,253,treatment for jaw pain,2.0,A9HQ3E0F2AGVO,red,163,2.3424657534246576
625604760111,253,treatment for jaw pain,1.0,A3TBG0S2IEBVHU,red,166,2.3424657534246576
639329347037,253,treatment for jaw pain,3.0,A3LVLZS8S41ZD7,red,338,2.3424657534246576
650935897859,253,treatment for jaw pain,4.0,A28AXX4NCWPH1F,red,199,2.3424657534246576
669006662722,253,treatment for jaw pain,3.0,ALJ70B2J04YR7,red,184,2.3424657534246576
676019776589,253,treatment for jaw pain,3.0,A34EHWOYRBL6OZ,red,219,2.3424657534246576
679304572986,253,treatment for jaw pain,2.0,A2JP9IKRHNLRPI,red,106,2.3424657534246576
683046185830,253,treatment for jaw pain,2.0,A107RJSS561Y7R,red,186,2.3424657534246576
690392653224,253,treatment for jaw pain,2.0,A3APKUC67F9IMW,red,804,2.3424657534246576
695835081627,253,treatment for jaw pain,4.0,A3G8OON0TDPN1E,red,191,2.3424657534246576
711289959284,253,treatment for jaw pain,2.0,A3EYRDEQ7CXUMN,red,174,2.3424657534246576
716514250123,253,treatment for jaw pain,1.0,A2FNQQTVE32XD9,red,178,2.3424657534246576
751343194767,253,treatment for jaw pain,2.0,ADCXF6QY5T046,red,306,2.3424657534246576
751472408929,253,treatment for jaw pain,4.0,A292TFDMNVS0TP,red,750,2.3424657534246576
753089417400,253,treatment for jaw pain,2.0,A1G187YBG0DVMQ,red,126,2.3424657534246576
755804346222,253,treatment for jaw pain,2.0,A2ZZW6KME1FUDU,red,273,2.3424657534246576
766419729660,253,treatment for jaw pain,3.0,A2VUF0V7HT51Q3,red,283,2.3424657534246576
790853952011,253,treatment for jaw pain,2.0,A1VVR9MA1P9HWJ,red,249,2.3424657534246576
797340451437,253,treatment for jaw pain,2.0,AGB7LZLNYF6YF,red,146,2.3424657534246576
800316371768,253,treatment for jaw pain,3.0,A1H198MRIM37T1,red,354,2.3424657534246576
802334465831,253,treatment for jaw pain,3.0,A5P12YJP805RG,red,136,2.3424657534246576
819046582235,253,treatment for jaw pain,2.0,A20DUVEOH6A7KW,red,645,2.3424657534246576
867447125213,253,treatment for jaw pain,3.0,A1KZ0KE93WNN5O,red,205,2.3424657534246576
878803006000,253,treatment for jaw pain,2.0,A2LR1HKNOVDTJ8,red,498,2.3424657534246576
887431879644,253,treatment for jaw pain,1.0,A2FUPODRRCESB,red,146,2.3424657534246576
905741951405,253,treatment for jaw pain,1.0,A2NHP55T9ZX86Q,red,162,2.3424657534246576
927907855575,253,treatment for jaw pain,2.0,A1FVXS8IM5QYO8,red,396,2.3424657534246576
931347306468,253,treatment for jaw pain,2.0,A1OWM3QO7QAKBN,red,219,2.3424657534246576
938165669329,253,treatment for jaw pain,3.0,A2BUHMLNE3LUU0,red,287,2.3424657534246576
942621998884,253,treatment for jaw pain,3.0,ALYR5CI2SM2JC,red,144,2.3424657534246576
942842658772,253,treatment for jaw pain,3.0,A1Z3O9QS22DM8R,red,482,2.3424657534246576
951910395454,253,treatment for jaw pain,3.0,A3B01L2TR8ZH4O,red,135,2.3424657534246576
954086482943,253,treatment for jaw pain,2.0,APVZGZM1RA3AZ,red,341,2.3424657534246576
959614476538,253,treatment for jaw pain,3.0,A2YTQDLACTLIBA,red,136,2.3424657534246576
971344247204,253,treatment for jaw pain,4.0,ACKG8OU1KHKO2,red,266,2.3424657534246576
988373623881,253,treatment for jaw pain,3.0,A324M5ZRHX7RUV,red,151,2.3424657534246576
988950577517,253,treatment for jaw pain,2.0,A3HQXCWOIQKT4F,red,326,2.3424657534246576
116076109744,283,where in pennsylvania you can go on a hayride,5.0,A1DMXEJGJY02E1,red,119,4.835616438356165
119309254968,283,where in pennsylvania you can go on a hayride,5.0,A13WTEQ06V3B6D,red,195,4.835616438356165
128320171358,283,where in pennsylvania you can go on a hayride,5.0,A27O7H19C0WQ7T,red,194,4.835616438356165
141580570582,283,where in pennsylvania you can go on a hayride,5.0,A1QEQOI98976S0,red,182,4.835616438356165
173628813400,283,where in pennsylvania you can go on a hayride,5.0,A3N770LD28YDL1,red,698,4.835616438356165
184421828016,283,where in pennsylvania you can go on a hayride,5.0,A110KENBXU7SUJ,red,202,4.835616438356165
189923704648,283,where in pennsylvania you can go on a hayride,5.0,AZ69TBTDH7AZS,red,204,4.835616438356165
190305459895,283,where in pennsylvania you can go on a hayride,5.0,A2VO8C41JJIQY9,red,216,4.835616438356165
194448169227,283,where in pennsylvania you can go on a hayride,3.0,A1X1SOI48T1C6E,red,204,4.835616438356165
201123755378,283,where in pennsylvania you can go on a hayride,5.0,A1Q6VY3C3CEOA0,red,580,4.835616438356165
211885713576,283,where in pennsylvania you can go on a hayride,5.0,A13GUTDMGGZZDL,red,242,4.835616438356165
265427616843,283,where in pennsylvania you can go on a hayride,5.0,A2A6FH0F7LD9ND,red,316,4.835616438356165
275083848834,283,where in pennsylvania you can go on a hayride,5.0,A5WWHKD82I8UE,red,194,4.835616438356165
276433286000,283,where in pennsylvania you can go on a hayride,5.0,A1SWV4X4PD25S1,red,184,4.835616438356165
309528383682,283,where in pennsylvania you can go on a hayride,5.0,A1I8VAUT4V90YR,red,207,4.835616438356165
317757184267,283,where in pennsylvania you can go on a hayride,5.0,A3RHJEMZ4EGY2U,red,420,4.835616438356165
322365612466,283,where in pennsylvania you can go on a hayride,5.0,AX8NXTT8QMGHC,red,198,4.835616438356165
380028901086,283,where in pennsylvania you can go on a hayride,3.0,AT0COJ1G23ZB0,red,116,4.835616438356165
381111854501,283,where in pennsylvania you can go on a hayride,4.0,A1YH2I4Y2SYAXJ,red,284,4.835616438356165
382116238889,283,where in pennsylvania you can go on a hayride,5.0,A2R75YFKVALBXE,red,306,4.835616438356165
418493978609,283,where in pennsylvania you can go on a hayride,5.0,A1EN3FW93BSXQQ,red,134,4.835616438356165
419131372892,283,where in pennsylvania you can go on a hayride,5.0,A1Q56N80RJLQ7S,red,198,4.835616438356165
432526610116,283,where in pennsylvania you can go on a hayride,5.0,AGZ0KJNGENZ1J,red,295,4.835616438356165
458510000118,283,where in pennsylvania you can go on a hayride,5.0,A3AJR1PM02424Y,red,192,4.835616438356165
488226930354,283,where in pennsylvania you can go on a hayride,5.0,A39S4DA571UJ1Y,red,188,4.835616438356165
490424392744,283,where in pennsylvania you can go on a hayride,5.0,A2OVX9UW5WANQE,red,164,4.835616438356165
493578315572,283,where in pennsylvania you can go on a hayride,4.0,A2NEFRREWF33YP,red,201,4.835616438356165
505616888962,283,where in pennsylvania you can go on a hayride,5.0,A314XJY8V1YL12,red,297,4.835616438356165
506562046403,283,where in pennsylvania you can go on a hayride,5.0,AXY0D2AMLKE2A,red,541,4.835616438356165
569535048143,283,where in pennsylvania you can go on a hayride,5.0,A23RL1X2KB6Q34,red,274,4.835616438356165
570338244223,283,where in pennsylvania you can go on a hayride,5.0,A27VK38SRSSHV3,red,179,4.835616438356165
574492564378,283,where in pennsylvania you can go on a hayride,5.0,A3MNL6RIME0845,red,324,4.835616438356165
585730107151,283,where in pennsylvania you can go on a hayride,5.0,A2KE139TQ886T3,red,206,4.835616438356165
